main.js | [s] None => 1969402 | [h] None => 3c117bd417 | 2023-11-16 13:28:22 (UTC+3)
augupdate23_czech.json | [h] 3695fe2294 => 6bb01bb7ec | 2023-12-15 02:48:50 (UTC+3)
augupdate23_danish.json | [h] 86b323c67c => 36bbc366b8 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_english.json | [h] 778300f359 => 9785a194f2 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_finnish.json | [h] 1d5d6a36b9 => 7dc3d843d8 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_french.json | [s] 11949 => 11947 | [h] fbf7258861 => 7fd571478d | 2023-12-15 02:48:50 (UTC+3)
augupdate23_german.json | [h] 1ac7503242 => 3d69d9642c | 2023-12-15 02:48:50 (UTC+3)
augupdate23_greek.json | [h] d9abe5bcb3 => 027962fe81 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_hungarian.json | [h] 9f4762d8cc => 7dd0e4b710 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_italian.json | [s] 12091 => 12090 | [h] 3fc45b113c => c9dbad5e09 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_japanese.json | [h] 23ef0cf7f1 => 14e922bad0 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_koreana.json | [h] 93a93c7dbf => 558c046c4c | 2023-12-15 02:48:50 (UTC+3)
augupdate23_latam.json | [h] 9c91f2dda8 => f311e5b382 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_norwegian.json | [h] 1419676994 => 846e760d90 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_polish.json | [h] 60c5312533 => aed36f0567 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_portuguese.json | [s] 11470 => 11471 | [h] 98c1a02722 => bfbb47807c | 2023-12-15 02:48:50 (UTC+3)
augupdate23_romanian.json | [h] ba84f9f5b5 => 519e2c3645 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_russian.json | [s] 10142 => 10143 | [h] 8d6bf46f5b => 7797606fb4 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_schinese.json | [h] b2d491e851 => e10301defd | 2023-12-15 02:48:50 (UTC+3)
augupdate23_spanish.json | [h] 57a92cf1b2 => 8c9585a2c7 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_swedish.json | [s] 10683 => 10682 | [h] 4b9e7387d3 => 9be8b7885d | 2023-12-15 02:48:50 (UTC+3)
augupdate23_tchinese.json | [h] 2be197d172 => 0ec007f037 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_thai.json | [h] 84e4ded82c => d0d76485d0 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_turkish.json | [h] 110e17f5c5 => c76e467fca | 2023-12-15 02:48:50 (UTC+3)
augupdate23_ukrainian.json | [h] 9ffb0e7e4f => eba683da97 | 2023-12-15 02:48:50 (UTC+3)
augupdate23_vietnamese.json | [h] 80bc50b709 => 33b9cdd806 | 2023-12-15 02:48:50 (UTC+3)
battlereport.js | [s] 8531 => 8532 | [h] 2dd80ecb0f => 169acb3ec0 | 2023-12-15 02:48:50 (UTC+3)
dawnbreaker.js | [s] 18703 => 18704 | [h] 5b24d0a394 => ec73188b71 | 2023-12-15 02:48:50 (UTC+3)
international2023.js | [s] 29392 => 29393 | [h] 3f41cedff4 => 49774d0a31 | 2023-12-15 02:48:50 (UTC+3)
international2023_brazilian.json | [h] c11e90b0c2 => 38e64106cb | 2023-12-15 02:48:50 (UTC+3)
international2023_bulgarian.json | [s] 17328 => 17333 | [h] cf3dfcc6ba => 92ee8199ef | 2023-12-15 02:48:50 (UTC+3)
international2023_czech.json | [s] 15070 => 15069 | [h] 7d064b4d3d => dc445cf1dd | 2023-12-15 02:48:50 (UTC+3)
international2023_danish.json | [s] 15598 => 15597 | [h] 3c671cf56f => 9cdc3e5a1b | 2023-12-15 02:48:50 (UTC+3)
international2023_dutch.json | [h] 4841087ca2 => a1192dfd66 | 2023-12-15 02:48:50 (UTC+3)
international2023_english.json | [h] af663608e3 => 2768c22ebe | 2023-12-15 02:48:50 (UTC+3)
international2023_finnish.json | [h] f749f3209c => b441a64425 | 2023-12-15 02:48:50 (UTC+3)
international2023_french.json | [h] b13554b8f4 => ceacb8ea5c | 2023-12-15 02:48:50 (UTC+3)
international2023_german.json | [h] ef7060fcca => 9e289cbba5 | 2023-12-15 02:48:50 (UTC+3)
international2023_greek.json | [h] 94a9415017 => 4e3d26adac | 2023-12-15 02:48:50 (UTC+3)
international2023_hungarian.json | [s] 15781 => 15780 | [h] 0beaa6ed8e => a3d2a774ec | 2023-12-15 02:48:50 (UTC+3)
international2023_italian.json | [s] 16816 => 16815 | [h] 2a85c1b6c3 => 846df66a0c | 2023-12-15 02:48:50 (UTC+3)
international2023_japanese.json | [s] 10534 => 10533 | [h] 7722c8fd1d => a92c10bf1b | 2023-12-15 02:48:50 (UTC+3)
international2023_koreana.json | [h] 623d8d8211 => 7cf14f5ec5 | 2023-12-15 02:48:50 (UTC+3)
international2023_latam.json | [h] dadb32e121 => e4013f851e | 2023-12-15 02:48:50 (UTC+3)
international2023_norwegian.json | [h] ee0c965ca2 => 7fef361bed | 2023-12-15 02:48:50 (UTC+3)
international2023_polish.json | [h] 779c7c3a5c => d76afb2951 | 2023-12-15 02:48:50 (UTC+3)
international2023_portuguese.json | [s] 16478 => 16477 | [h] aed9e7e2cc => e7f52141c9 | 2023-12-15 02:48:50 (UTC+3)
international2023_romanian.json | [h] b5715e625d => 1f60dd2b48 | 2023-12-15 02:48:50 (UTC+3)
international2023_russian.json | [h] bb6a582394 => 1110a4ee00 | 2023-12-15 02:48:50 (UTC+3)
international2023_schinese.json | [h] 3ac62fd5b1 => 260d2b585a | 2023-12-15 02:48:50 (UTC+3)
international2023_spanish.json | [h] 66b6a9ac52 => f04db66a58 | 2023-12-15 02:48:50 (UTC+3)
international2023_swedish.json | [s] 15617 => 15616 | [h] 5a148294ae => 6e85a348c7 | 2023-12-15 02:48:50 (UTC+3)
international2023_tchinese.json | [h] 5c95f1a756 => 09559222d3 | 2023-12-15 02:48:50 (UTC+3)
international2023_thai.json | [s] 14782 => 14781 | [h] 4b62b9f72c => 4b621d29be | 2023-12-15 02:48:50 (UTC+3)
international2023_turkish.json | [h] eb08e30d36 => 3c113a9ca9 | 2023-12-15 02:48:50 (UTC+3)
international2023_ukrainian.json | [h] 22e240eac5 => ff81d6ae7f | 2023-12-15 02:48:50 (UTC+3)
international2023_vietnamese.json | [h] 1417e4d88a => 4018c8854f | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_brazilian.json | [h] 114ed139c2 => 4cbd524b06 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_bulgarian.json | [s] 8330 => 8329 | [h] 2942bc0cf9 => 99c6d4a717 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_czech.json | [h] 917c85c477 => c645fd8ed4 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_danish.json | [s] 7789 => 7788 | [h] 09840b0163 => 3502cf4cec | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_english.json | [s] 7610 => 7607 | [h] cace8f0e9e => eb3dd0e8a4 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_french.json | [s] 9252 => 9251 | [h] 30745e0fad => 17aff7f433 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_german.json | [h] 4aa7b70a17 => cb15721386 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_greek.json | [h] fbaf17a28a => 5997fea2e3 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_hungarian.json | [h] cadc4a259b => e1545afee2 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_italian.json | [h] c153673ae3 => ce336f45a2 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_koreana.json | [h] 0e376f3dee => 4c64b555d4 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_latam.json | [s] 8514 => 8513 | [h] 0bfc81ed7b => df79f8dc01 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_norwegian.json | [h] f6c8211649 => 88651d630a | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_polish.json | [h] 27d9b2e724 => afc6e9e99c | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_portuguese.json | [h] c725f897da => 45c3c257ac | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_russian.json | [h] 039274707f => 9cce5e2caf | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_schinese.json | [h] e2d9437ccd => 2f852cda02 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_spanish.json | [h] d20b5bbb75 => d2455db406 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_swedish.json | [h] a5e9987461 => 3deed94f01 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_tchinese.json | [h] 5e7d681712 => 574654e950 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_thai.json | [h] 1643ba3451 => 2719bc6334 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_turkish.json | [s] 736 => 737 | [h] 060376fb6e => cb045899c2 | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_ukrainian.json | [s] 7650 => 7651 | [h] 7cb29286c9 => cd7fc330ce | 2023-12-15 02:48:50 (UTC+3)
juneupdate22_vietnamese.json | [s] 7514 => 7513 | [h] 4950f0fc1b => 512d88aa85 | 2023-12-15 02:48:50 (UTC+3)
labyrinth.js | [s] 32693 => 32692 | [h] 93c28ce33e => 815989a36d | 2023-12-15 02:48:50 (UTC+3)
main_brazilian.json | [h] 4a6a62caf1 => 4a75cdf4af | 2023-12-15 02:48:50 (UTC+3)
main_bulgarian.json | [s] 212399 => 212392 | [h] 468c743063 => 0449318d47 | 2023-12-15 02:48:50 (UTC+3)
main_czech.json | [s] 192836 => 192835 | [h] 3c18219d43 => 00f51d05b8 | 2023-12-15 02:48:50 (UTC+3)
main_danish.json | [s] 194326 => 195295 | [h] b383fd03b9 => 25958f9470 | 2023-12-15 02:48:50 (UTC+3)
main_dutch.json | [h] 82ec79be58 => 6cd1f783ae | 2023-12-15 02:48:50 (UTC+3)
main_english.json | [h] 522c76f66f => d6752d0a50 | 2023-12-15 02:48:50 (UTC+3)
main_finnish.json | [s] 145660 => 145613 | [h] 9069e57e94 => c7b95696b8 | 2023-12-15 02:48:50 (UTC+3)
main_french.json | [h] 0cf872f9e9 => 357dbb171a | 2023-12-15 02:48:50 (UTC+3)
main_german.json | [s] 210989 => 210988 | [h] 56468dcef8 => 979a8b2fae | 2023-12-15 02:48:50 (UTC+3)
main_greek.json | [h] e04e5db429 => 4078ccc086 | 2023-12-15 02:48:50 (UTC+3)
main_hungarian.json | [s] 198836 => 198835 | [h] fe6955cb8f => 4aed320bc8 | 2023-12-15 02:48:50 (UTC+3)
main_italian.json | [s] 213322 => 214154 | [h] f7732a3ab5 => 9710c29911 | 2023-12-15 02:48:50 (UTC+3)
main_japanese.json | [h] 7b263686e1 => 514c7673f6 | 2023-12-15 02:48:50 (UTC+3)
main_korean.json | [s] 92437 => 92438 | [h] fc3038f139 => ba413764dd | 2023-12-15 02:48:50 (UTC+3)
main_koreana.json | [h] a590bca80f => be0d9da88e | 2023-12-15 02:48:50 (UTC+3)
main_latam.json | [h] b00620e8e2 => baa0c4b505 | 2023-12-15 02:48:50 (UTC+3)
main_norwegian.json | [h] 93aac08e04 => c092e2b751 | 2023-12-15 02:48:50 (UTC+3)
main_polish.json | [s] 209880 => 210953 | [h] 7fc811bf4f => 8a0520d95b | 2023-12-15 02:48:50 (UTC+3)
main_portuguese.json | [h] 345033b5b0 => 26af887bc9 | 2023-12-15 02:48:50 (UTC+3)
main_romanian.json | [s] 77900 => 78980 | [h] 95cdda1faa => 2439a15296 | 2023-12-15 02:48:50 (UTC+3)
main_russian.json | [h] a9ee288e33 => 1fcb6c1b0c | 2023-12-15 02:48:50 (UTC+3)
main_schinese.json | [h] 0e17fd8966 => 95937d4526 | 2023-12-15 02:48:50 (UTC+3)
main_spanish.json | [s] 215714 => 215713 | [h] 799ef19953 => 3bb037339f | 2023-12-15 02:48:50 (UTC+3)
main_swedish.json | [s] 191375 => 192258 | [h] 66c09d0e75 => 998e7db1c9 | 2023-12-15 02:48:50 (UTC+3)
main_tchinese.json | [s] 92212 => 92211 | [h] cc8f25cabe => de0ef7bcf0 | 2023-12-15 02:48:50 (UTC+3)
main_thai.json | [s] 188268 => 189228 | [h] 1f62fa86c5 => 9f2795f291 | 2023-12-15 02:48:50 (UTC+3)
main_turkish.json | [h] 5beb7d9a69 => baf7451214 | 2023-12-15 02:48:50 (UTC+3)
main_ukrainian.json | [s] 196974 => 196979 | [h] a1df9e4e95 => 3d68b851ba | 2023-12-15 02:48:50 (UTC+3)
main_vietnamese.json | [s] 189858 => 189859 | [h] 2c534677d3 => 2a980f8faa | 2023-12-15 02:48:50 (UTC+3)
manifest.js | [s] 12973 => 13801 | [h] 7615c5741c => 8c348b2b23 | 2023-12-15 02:48:50 (UTC+3)
marci.js | [s] 16405 => 16404 | [h] 4034e4312e => 4490b300bf | 2023-12-15 02:48:50 (UTC+3)
muerta.js | [s] 41343 => 41344 | [h] 8909c85fec => 02db8e2c60 | 2023-12-15 02:48:50 (UTC+3)
muerta23_brazilian.json | [s] 16727 => 16726 | [h] 7d1fc655a7 => ef0c7befc9 | 2023-12-15 02:48:50 (UTC+3)
muerta23_bulgarian.json | [h] b79b458a04 => 08dccb845d | 2023-12-15 02:48:50 (UTC+3)
muerta23_czech.json | [h] 59bf6f94e0 => a98c4dcb32 | 2023-12-15 02:48:50 (UTC+3)
muerta23_danish.json | [h] ff7c024d88 => 5c1d347768 | 2023-12-15 02:48:50 (UTC+3)
muerta23_dutch.json | [h] b89fe269e3 => f2bca17adb | 2023-12-15 02:48:50 (UTC+3)
muerta23_english.json | [h] 7ee5ec4400 => feda5dc7a6 | 2023-12-15 02:48:50 (UTC+3)
muerta23_finnish.json | [h] 49a4127aed => cd6a5dd455 | 2023-12-15 02:48:50 (UTC+3)
muerta23_french.json | [h] 1922dc040d => 9dba963ac3 | 2023-12-15 02:48:50 (UTC+3)
muerta23_german.json | [h] da07f80cb7 => 11cb51b840 | 2023-12-15 02:48:50 (UTC+3)
muerta23_greek.json | [h] d60d293bfa => 3497d1292d | 2023-12-15 02:48:50 (UTC+3)
muerta23_hungarian.json | [h] 42a81d9280 => 6acc633c35 | 2023-12-15 02:48:50 (UTC+3)
muerta23_italian.json | [h] 95b108b845 => 3aa0de72ea | 2023-12-15 02:48:50 (UTC+3)
muerta23_japanese.json | [s] 10724 => 10727 | [h] e05f24a701 => f6caeb6529 | 2023-12-15 02:48:50 (UTC+3)
muerta23_koreana.json | [h] 79514a21db => a0610b09c2 | 2023-12-15 02:48:50 (UTC+3)
muerta23_latam.json | [s] 17376 => 17377 | [h] 56d87f81c8 => edcd3e7cf0 | 2023-12-15 02:48:50 (UTC+3)
muerta23_norwegian.json | [h] e06a79de8e => f17f1e58d2 | 2023-12-15 02:48:50 (UTC+3)
muerta23_polish.json | [h] 9e1248729e => 122fa1a38e | 2023-12-15 02:48:50 (UTC+3)
muerta23_portuguese.json | [h] 766647003f => ff0187ad2d | 2023-12-15 02:48:50 (UTC+3)
muerta23_romanian.json | [h] ea87b8b870 => 76fd717371 | 2023-12-15 02:48:50 (UTC+3)
muerta23_russian.json | [h] 42b36510b3 => d2134a7312 | 2023-12-15 02:48:50 (UTC+3)
muerta23_schinese.json | [h] 595636b4fc => 20d200f052 | 2023-12-15 02:48:50 (UTC+3)
muerta23_spanish.json | [s] 17024 => 17023 | [h] 37ebc83d28 => df4201649d | 2023-12-15 02:48:50 (UTC+3)
muerta23_swedish.json | [s] 15086 => 15087 | [h] 95a6901956 => 00bea4cb72 | 2023-12-15 02:48:50 (UTC+3)
muerta23_tchinese.json | [s] 8457 => 8456 | [h] e910126d77 => ab7d87023a | 2023-12-15 02:48:50 (UTC+3)
muerta23_thai.json | [h] 1a0afeae3c => 880e400ac6 | 2023-12-15 02:48:50 (UTC+3)
muerta23_turkish.json | [s] 16723 => 16724 | [h] 5010ad69c1 => ad550f467a | 2023-12-15 02:48:50 (UTC+3)
muerta23_ukrainian.json | [s] 16318 => 16317 | [h] b02dbfea2a => c42df27feb | 2023-12-15 02:48:50 (UTC+3)
muerta23_vietnamese.json | [h] 332be22529 => 3c930c5be7 | 2023-12-15 02:48:50 (UTC+3)
nemestice.js | [s] 28198 => 28199 | [h] 265c1ff181 => 7f26f980ae | 2023-12-15 02:48:50 (UTC+3)
new_frontiers.js | [s] 33237 => 33250 | [h] ed252383d4 => dd17e008ad | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_brazilian.json | [s] 23523 => 23524 | [h] 9ad21a5fa8 => 187313fb83 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_bulgarian.json | [h] 3a7028ae51 => 375f9af225 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_czech.json | [s] 21881 => 21880 | [h] 24042cf7a1 => b0602e5d1a | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_danish.json | [s] 22547 => 22546 | [h] bbdb6650ec => 863e8d9957 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_dutch.json | [s] 24850 => 24849 | [h] cfaed08d19 => e4a84e49e3 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_english.json | [s] 21959 => 22004 | [h] 3f62baa7ea => 6f592ad552 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_finnish.json | [h] 447b53dfb0 => 143a6986da | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_french.json | [h] db8d7dc725 => ba79e52fb9 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_german.json | [h] 9fe96948c8 => 1f9ee75a2b | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_greek.json | [h] a1bed0ab93 => d61f9d487b | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_hungarian.json | [s] 23255 => 23252 | [h] 05c1d5be1e => e1c650dd7d | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_italian.json | [h] 6b06543810 => 0315985420 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_japanese.json | [s] 14226 => 14227 | [h] fc75d817e3 => 688cc889d0 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_koreana.json | [h] ce1720b574 => 5880b5781d | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_latam.json | [h] 5d0eac1b49 => 126c8d7252 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_norwegian.json | [h] d605f76a74 => c5a7857ff9 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_polish.json | [s] 24439 => 24442 | [h] 251e95db60 => 02ecbdffeb | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_portuguese.json | [h] cad34f723e => 574d8e8cd8 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_romanian.json | [h] 879f549c5b => d5e1058d54 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_russian.json | [h] 68e8f96e91 => 1ee713e2f3 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_schinese.json | [h] 21720af620 => be206a8160 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_spanish.json | [h] dd6eeabb09 => d25d118615 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_swedish.json | [h] ac9e4a9ce1 => 7b10ec8e12 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_tchinese.json | [h] 1e6cfc5183 => ff412708c9 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_thai.json | [h] 4118ea9d89 => 026028a14b | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_turkish.json | [s] 23624 => 23627 | [h] bfffda9808 => 3d88a0f3a6 | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_ukrainian.json | [h] f91b08d907 => f6cfc3734c | 2023-12-15 02:48:50 (UTC+3)
new_frontiers_vietnamese.json | [h] e3d86835dc => a09f890322 | 2023-12-15 02:48:50 (UTC+3)
primalbeast.js | [s] 17863 => 17864 | [h] 0299121f99 => 1fcae100ff | 2023-12-15 02:48:50 (UTC+3)
shared_arabic.json | [h] 59425a1d54 => 625e262ce6 | 2023-12-15 02:48:50 (UTC+3)
shared_brazilian.json | [s] 175633 => 193791 | [h] 5f3d93b36c => e35d456bda | 2023-12-15 02:48:50 (UTC+3)
shared_bulgarian.json | [s] 182134 => 201332 | [h] f54f4fe068 => 403f0af766 | 2023-12-15 02:48:50 (UTC+3)
shared_czech.json | [s] 171884 => 189746 | [h] 5425ec0526 => a3d8646125 | 2023-12-15 02:48:50 (UTC+3)
shared_danish.json | [s] 170062 => 187830 | [h] 4991eb1163 => a5bdcdd928 | 2023-12-15 02:48:50 (UTC+3)
shared_dutch.json | [s] 178663 => 197372 | [h] 983f46edee => 9d63ba8ed0 | 2023-12-15 02:48:50 (UTC+3)
shared_english.json | [s] 166870 => 182749 | [h] 922c27d7b4 => 8ac2daf716 | 2023-12-15 02:48:50 (UTC+3)
shared_finnish.json | [s] 168539 => 186171 | [h] e4682b343f => ca699b7601 | 2023-12-15 02:48:50 (UTC+3)
shared_french.json | [s] 186783 => 205866 | [h] 431a369129 => 9c725fb532 | 2023-12-15 02:48:50 (UTC+3)
shared_german.json | [s] 182209 => 201668 | [h] b3f67c3e72 => cad3dceb01 | 2023-12-15 02:48:50 (UTC+3)
shared_greek.json | [s] 183431 => 202899 | [h] d93a22c201 => 526915b4d5 | 2023-12-15 02:48:50 (UTC+3)
shared_hungarian.json | [s] 174451 => 190950 | [h] fcfbb4c613 => 39c58509e0 | 2023-12-15 02:48:50 (UTC+3)
shared_indonesian.json | [s] 174608 => 191171 | [h] fa92986e0b => f299bf3d07 | 2023-12-15 02:48:50 (UTC+3)
shared_italian.json | [s] 183121 => 200632 | [h] 340048cef7 => 2ad027754f | 2023-12-15 02:48:50 (UTC+3)
shared_japanese.json | [s] 131989 => 144568 | [h] 96d1db7e6d => 810431a525 | 2023-12-15 02:48:50 (UTC+3)
shared_koreana.json | [s] 131434 => 145502 | [h] 869d16476b => 5a9d706463 | 2023-12-15 02:48:50 (UTC+3)
shared_latam.json | [s] 181594 => 200637 | [h] e96d5d2299 => b9d7814f12 | 2023-12-15 02:48:50 (UTC+3)
shared_norwegian.json | [s] 171978 => 188176 | [h] ecf1c4afd2 => 355794ff87 | 2023-12-15 02:48:50 (UTC+3)
shared_polish.json | [s] 178614 => 196898 | [h] 14d0cd9c7d => a15e985e56 | 2023-12-15 02:48:50 (UTC+3)
shared_portuguese.json | [s] 179391 => 196089 | [h] 0573320efb => 3753f83191 | 2023-12-15 02:48:50 (UTC+3)
shared_romanian.json | [s] 183450 => 203086 | [h] 7515b300f3 => 9f4849d502 | 2023-12-15 02:48:50 (UTC+3)
shared_russian.json | [s] 171768 => 190460 | [h] 8bb67e99d9 => 7c8b2be202 | 2023-12-15 02:48:50 (UTC+3)
shared_sc_schinese.json | [s] 9260 => 10140 | [h] e8a20fc775 => 7f085746df | 2023-12-15 02:48:50 (UTC+3)
shared_schinese.json | [s] 118174 => 129954 | [h] 8542ef5b74 => df4f5701e5 | 2023-12-15 02:48:50 (UTC+3)
shared_spanish.json | [s] 181997 => 200847 | [h] cd4e5c22ef => 8dc6ba858f | 2023-12-15 02:48:50 (UTC+3)
shared_swedish.json | [s] 169540 => 187273 | [h] 1b9facf972 => 081619301d | 2023-12-15 02:48:50 (UTC+3)
shared_tchinese.json | [s] 117641 => 130123 | [h] af2f8755d5 => 065c79eecb | 2023-12-15 02:48:50 (UTC+3)
shared_thai.json | [s] 166884 => 184467 | [h] 1e7444a1d7 => 3e578a7618 | 2023-12-15 02:48:50 (UTC+3)
shared_turkish.json | [s] 176026 => 192437 | [h] a5a2f1092b => b27b72e1af | 2023-12-15 02:48:50 (UTC+3)
shared_ukrainian.json | [s] 173251 => 191497 | [h] faa9cacb6b => 5749ed23ab | 2023-12-15 02:48:50 (UTC+3)
shared_vietnamese.json | [s] 169519 => 186874 | [h] 02c3c13e16 => 2e0f8bb0d0 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_brazilian.json | [h] 57393a229b => 289f2551bb | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_bulgarian.json | [h] 2acd529fe9 => 633dd50cc4 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_czech.json | [s] 33804 => 33801 | [h] b7503bff91 => 25e2c43342 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_danish.json | [s] 32625 => 32624 | [h] 8109586718 => ebbd408c8e | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_dutch.json | [s] 2973 => 2972 | [h] 8345b4b53b => e20e72ea01 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_english.json | [h] 023f259e5a => ffea9ea6d7 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_finnish.json | [h] e7245a9b9b => 14cb8fc02a | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_french.json | [h] e02e464bfb => 9178ef379f | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_german.json | [h] 526b19dc8f => 54b759a124 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_greek.json | [h] 18e9951760 => afe8eb7ff0 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_hungarian.json | [h] f9189a54bc => 5fc007818e | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_italian.json | [s] 38150 => 38149 | [h] 31cf01ea33 => ff92e6a27c | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_japanese.json | [h] fcaebbedba => 65fbef44ae | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_korean.json | [s] 21302 => 21301 | [h] 65c8dd42d3 => 344a7402c5 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_koreana.json | [h] 4ac20ea1d5 => fd058feb7e | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_latam.json | [s] 35950 => 35951 | [h] d88c1b11bc => 8a608d05e6 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_norwegian.json | [s] 31229 => 31230 | [h] ac3d4d7070 => d590b169e4 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_polish.json | [h] 0fdc5d9d76 => 4f859ba4a0 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_portuguese.json | [s] 36050 => 36051 | [h] 2f12877370 => b7fee3fe9c | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_romanian.json | [s] 38877 => 38876 | [h] e2ddaa7a6c => ca8bc1483f | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_russian.json | [h] e9dc34fd1a => 942cafde57 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_schinese.json | [h] ee88b23ded => 0edd5efcba | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_spanish.json | [h] 63538df9d2 => 8ae933f441 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_swedish.json | [s] 31794 => 31792 | [h] 74ec6a5b72 => 250d70867c | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_tchinese.json | [h] c9bf8957e8 => d4d98c5aa1 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_thai.json | [h] fa0a19d862 => 79b9b8775f | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_turkish.json | [s] 33216 => 33215 | [h] 7cb7c4f271 => 861f49eab2 | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_ukrainian.json | [h] 34e650765b => 6ffbcbf95d | 2023-12-15 02:48:50 (UTC+3)
springcleaning22_vietnamese.json | [s] 30304 => 30305 | [h] 1c4ce86ec7 => 4dab2318a6 | 2023-12-15 02:48:50 (UTC+3)
winter2023.js | [s] None => 32601 | [h] None => 284774c8c8 | 2023-12-15 02:48:50 (UTC+3)
